,Название,Год,Топливо,Объем двигателя,Мощность,Коробка передач,Привод,Цвет,Пробег,Руль,Оценка Drom,Цена
264,Mercedes-Benz E-Class,2021,дизель,2.0,194.0,АКПП,4WD,черный,110000.0,левый,8.9,5499000
265,Hyundai Solaris,2017,бензин,1.6,123.0,АКПП,передний,белый,142515.0,левый,8.8,1066000
266,Land Rover Freelander,2013,бензин,2.0,240.0,АКПП,4WD,черный,144588.0,левый,8.7,1570000
267,Mazda Mazda6,2022,бензин,2.0,150.0,АКПП,передний,,,левый,8.9,3654000
268,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,,,левый,,3884000
269,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,коричневый,,левый,,3867000
270,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,,,левый,,3867000
271,Mazda CX-5,2022,бензин,2.0,150.0,АКПП,4WD,черный,,левый,,3867000
272,Mercedes-Benz GLS-Class,2017,дизель,3.0,249.0,АКПП,4WD,белый,116000.0,левый,,5750000
273,Mazda Mazda6,2022,бензин,2.5,194.0,АКПП,передний,,,левый,8.9,4473000
274,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
275,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
276,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
277,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3094000
278,Geely Atlas Pro,2023,бензин,1.5,177.0,робот,4WD,,,левый,,3673000
279,Hyundai Solaris,2019,бензин,1.6,123.0,АКПП,передний,белый,82930.0,левый,8.8,1453000
280,Toyota Camry,2019,бензин,2.5,181.0,АКПП,передний,черный,94806.0,левый,8.8,3098000
281,Opel Corsa,2010,бензин,1.4,100.0,АКПП,передний,красный,150536.0,левый,8.4,650000
282,Skoda Octavia,2018,бензин,1.4,150.0,робот,передний,коричневый,72989.0,левый,8.8,1895000
283,Ford Kuga,2018,бензин,2.5,150.0,АКПП,передний,серый,70970.0,левый,,1774000
284,Toyota Camry,2020,бензин,2.5,181.0,АКПП,передний,белый,32415.0,левый,8.8,3175000
285,Kia Rio,2021,бензин,1.6,123.0,АКПП,передний,белый,25938.0,левый,8.7,1875000
286,Volkswagen Polo,2019,бензин,1.6,110.0,АКПП,передний,белый,58850.0,левый,8.6,1399000
287,Mercedes-Benz GL-Class,2010,дизель,3.0,224.0,АКПП,4WD,серый,178284.0,левый,,1998000
288,Mitsubishi Outlander,2019,бензин,2.0,146.0,вариатор,4WD,черный,40325.0,левый,8.8,2499000
289,Skoda Rapid,2021,бензин,1.4,125.0,робот,передний,красный,27231.0,левый,,1687000
290,Kia Sorento,2021,дизель,2.2,202.0,робот,4WD,черный,38048.0,левый,8.6,4197000
291,Hyundai Solaris,2015,бензин,1.6,123.0,АКПП,передний,черный,174369.0,левый,8.8,900000
292,Kia ProCeed,2014,бензин,1.6,129.0,АКПП,передний,черный,88401.0,левый,8.9,1178000
293,Toyota Camry,2018,бензин,2.5,181.0,АКПП,передний,синий,55155.0,левый,8.8,2765000
294,Porsche Cayenne,2019,бензин,3.0,340.0,АКПП,4WD,белый,84491.0,левый,,7334000
295,Mazda CX-5,2015,бензин,2.5,192.0,АКПП,4WD,коричневый,131487.0,левый,,1999000
296,Hyundai Creta,2021,бензин,1.6,123.0,АКПП,передний,белый,78000.0,левый,,1799000
297,УАЗ Патриот,2022,бензин,2.7,150.0,механика,4WD,,,левый,8.1,1596000
298,Kia Soul,2019,бензин,1.6,123.0,автомат,передний,красный,62362.0,левый,8.8,1839000
299,Renault Logan,2012,бензин,1.6,84.0,механика,передний,синий,280918.0,левый,8.0,375000
300,EXEED LX,2023,бензин,1.6,150.0,робот,4WD,,,левый,,3790000
301,EXEED LX,2023,бензин,1.6,150.0,робот,4WD,,,левый,,3790000
302,EXEED LX,2023,бензин,1.6,150.0,робот,4WD,,,левый,,3790000
303,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3399900
304,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3399900
305,EXEED LX,2023,бензин,1.5,147.0,вариатор,передний,,,левый,,3399900
306,Nissan X-Trail,2007,бензин,2.0,141.0,вариатор,4WD,черный,286721.0,левый,8.5,730000
307,Toyota RAV4,2010,бензин,2.4,170.0,АКПП,4WD,белый,223784.0,левый,8.7,1267000
308,Geely Coolray SX11,2021,бензин,1.5,150.0,робот,передний,серый,55000.0,левый,,2187000
309,Audi A5,2018,бензин,2.0,249.0,робот,4WD,серый,91600.0,левый,,3279000
310,Opel Mokka,2014,бензин,1.8,140.0,механика,передний,коричневый,37618.0,левый,8.8,1389000
311,Hyundai Sonata,2019,бензин,2.5,180.0,АКПП,передний,синий,58600.0,левый,8.6,2545000
312,Chevrolet Cruze,2013,бензин,1.8,141.0,АКПП,передний,серый,49208.0,левый,8.5,969000
313,Hyundai Creta,2018,бензин,1.6,123.0,АКПП,передний,белый,19650.0,левый,,1669000
314,BMW X1,2019,дизель,2.0,150.0,АКПП,4WD,черный,54100.0,левый,8.8,2759000
315,Hyundai Palisade,2022,дизель,2.2,200.0,АКПП,4WD,серый,,левый,,8040530
316,Hyundai Palisade,2022,дизель,2.2,200.0,АКПП,4WD,белый,,левый,,8040530
317,Kia Ceed,2011,бензин,1.4,109.0,механика,передний,серебристый,246000.0,левый,8.8,512000
318,Mercedes-Benz B-Class,2013,бензин,1.6,122.0,робот,передний,черный,105519.0,левый,8.9,1198000
319,Opel Corsa,2008,бензин,1.2,80.0,механика,передний,черный,104000.0,левый,8.4,424000
320,Renault Arkana,2019,бензин,1.3,150.0,автомат,4WD,серый,49826.0,левый,8.7,1847000
321,Land Rover Range Rover,2012,дизель,4.4,313.0,АКПП,4WD,черный,153271.0,левый,,2348000
322,Haval Dargo,2023,бензин,2.0,192.0,робот,4WD,черный,,левый,,3322580
323,Haval Dargo,2023,бензин,2.0,192.0,робот,4WD,,,левый,,3595470
324,Infiniti FX37,2011,бензин,3.7,333.0,АКПП,4WD,черный,179000.0,левый,,1549000
325,Mercedes-Benz S-Class,2021,дизель,2.9,249.0,АКПП,4WD,черный,41684.0,левый,,14349000
326,Mercedes-Benz GLS-Class,2016,дизель,3.0,249.0,АКПП,4WD,белый,93000.0,левый,,4399000
327,Toyota Land Cruiser,2013,дизель,4.5,235.0,АКПП,4WD,черный,159000.0,левый,,3349000
328,Mercedes-Benz G-Class,2021,дизель,2.9,249.0,АКПП,4WD,,35891.0,левый,8.9,18495000
329,Genesis GV80,2021,бензин,2.5,249.0,АКПП,4WD,,31010.0,левый,,6795000
330,Nissan Juke,2011,бензин,1.6,190.0,вариатор,4WD,,133796.0,левый,8.8,960000
331,Land Rover Range Rover Sport,2018,дизель,3.0,249.0,АКПП,4WD,,50848.0,левый,,6250000
332,Hyundai ix35,2013,бензин,2.0,149.0,механика,передний,,77881.0,левый,8.7,1245000
333,Nissan X-Trail,2016,бензин,2.0,144.0,вариатор,4WD,,135401.0,левый,8.5,1695000
334,Kia Rio,2018,бензин,1.6,123.0,АКПП,передний,,18753.0,левый,8.7,1395000
335,Volkswagen Jetta,2017,бензин,1.4,125.0,робот,передний,,115969.0,левый,8.8,1295000
336,Mazda Mazda6,2021,бензин,2.0,150.0,АКПП,передний,,36119.0,левый,8.9,2795000
337,Chery Tiggo 8 Pro,2022,бензин,1.6,186.0,робот,передний,,9956.0,левый,,2595000
338,Kia Rio,2013,бензин,1.6,123.0,АКПП,передний,,73000.0,левый,8.7,895000
339,Hyundai Solaris,2016,бензин,1.6,123.0,АКПП,передний,,98556.0,левый,8.8,1015000
340,Suzuki SX4,2010,бензин,1.6,112.0,АКПП,передний,,153811.0,левый,8.6,795000
341,Kia Rio,2020,бензин,1.6,123.0,АКПП,передний,,23300.0,левый,8.7,1665000
342,Opel Astra,2012,бензин,1.4,140.0,АКПП,передний,,26012.0,левый,8.6,1090000
343,Skoda Superb,2017,бензин,2.0,280.0,робот,4WD,,114369.0,левый,,2595000
344,Toyota Hilux,2015,дизель,2.8,177.0,АКПП,4WD,,120883.0,левый,8.6,3450000
345,Nissan X-Trail,2013,бензин,2.0,141.0,вариатор,4WD,,200400.0,левый,8.5,1250000
346,Skoda Karoq,2021,бензин,1.4,150.0,АКПП,передний,,24095.0,левый,,2620000
347,Chery Tiggo 4 Pro,2022,бензин,1.5,147.0,вариатор,передний,,5271.0,левый,,2250000
348,Kia Seltos,2019,бензин,2.0,149.0,автомат,4WD,,86680.0,левый,8.9,2180000
349,Hyundai Solaris,2020,бензин,1.6,123.0,АКПП,передний,,94585.0,левый,8.8,1445000
350,Kia Rio,2017,бензин,1.6,123.0,АКПП,передний,,87612.0,левый,8.7,1150000
351,Volkswagen Passat,2009,бензин,1.8,152.0,автомат,передний,,100694.0,левый,8.6,785000
352,Dongfeng DF6,2022,дизель,2.3,163.0,АКПП,4WD,,,левый,,3520000
353,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,,,левый,,3520000
354,Dongfeng DF6,2022,дизель,2.3,163.0,АКПП,4WD,,,левый,,3520000
355,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,белый,,левый,,3090000
356,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,черный,,левый,,3520000
357,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,белый,,левый,,3090000
358,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,зеленый,,левый,,3090000
359,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,черный,,левый,,3520000
360,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,черный,,левый,,3520000
361,Dongfeng DF6,2022,дизель,2.3,163.0,механика,4WD,серебристый,,левый,,3520000
362,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,черный,,левый,,3090000
363,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,белый,,левый,,3090000
364,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,серебристый,,левый,,3520000
365,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,белый,,левый,,3090000
366,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,белый,,левый,,2990000
367,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,зеленый,,левый,,2990000
368,Dongfeng DF6,2022,дизель,2.5,136.0,механика,4WD,белый,,левый,,2990000
369,Mercedes-Benz GLA-Class,2019,бензин,1.6,150.0,робот,передний,синий,92970.0,левый,,1695000
370,Mercedes-Benz GLA-Class,2019,бензин,1.6,150.0,робот,передний,синий,97369.0,левый,,1595000
371,Genesis G70,2019,бензин,2.0,197.0,АКПП,4WD,,93863.0,левый,8.9,2070000
372,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серебристый,,левый,,3039900
373,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,белый,,левый,,2939900
374,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,серый,,левый,,2939900
375,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,белый,,левый,,2939900
376,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,белый,,левый,,2939900
377,Renault Arkana,2021,бензин,1.3,150.0,автомат,передний,синий,34000.0,левый,8.7,1950000
378,Volkswagen Touran,2012,бензин,1.4,140.0,робот,передний,белый,205541.0,левый,8.8,795000
379,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серебристый,,левый,,3039900
380,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,голубой,,левый,,2889900
381,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,2889900
382,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
383,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,черный,,левый,,2329900
384,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,серый,,левый,,2329900
385,Chery Tiggo 4 Pro,2023,бензин,1.5,147.0,вариатор,передний,серебристый,,левый,,2389900
386,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,серебристый,,левый,,2329900
387,Chery Tiggo 4 Pro,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,2389900
388,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,белый,,левый,,2329900
389,Chery Tiggo 8 Pro Max,2023,бензин,2.0,197.0,робот,4WD,белый,,левый,,3970900
390,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,синий,,левый,,2939900
391,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,белый,,левый,,2939900
392,Chery Tiggo 8,2023,бензин,1.5,147.0,робот,передний,белый,,левый,,2939900
393,Chery Tiggo 8 Pro,2023,бензин,1.6,186.0,робот,передний,бордовый,,левый,,3659900
394,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серебристый,,левый,,3039900
395,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серебристый,,левый,,3039900
396,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,серебристый,,левый,,3039900
397,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,голубой,,левый,,2889900
398,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,голубой,,левый,,2889900
399,Kia Optima,2019,бензин,2.0,150.0,АКПП,передний,белый,260000.0,левый,,1750000
400,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,голубой,,левый,,2889900
401,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,2889900
402,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,2889900
403,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,2889900
404,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
405,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
406,Chery Tiggo 7 Pro Max,2023,бензин,1.5,147.0,вариатор,передний,белый,,левый,,3039900
407,Chery Tiggo 4 Pro,2023,бензин,1.5,113.0,вариатор,передний,черный,,левый,,2329900
